AOC_CODE,RANK_TITLE,OFFICER_SEX,OFFICER_RACE,OFFICER_AGE_RANGE,OFFICER_AGE,OFFICER_DIVISION,OFFICER_ASSIGNMENT,OFFICER_YEARS_SWORN,ObjectId
7322,POLICE OFFICER                     ,M,W ,30 - 39,30,VIOLENT CRIME UNIT                                     ,SQUAD 1                                                ,6,2127
7287,POLICE OFFICER                     ,M,W ,30 - 39,36,1ST DIVISION                                           ,2ND PLATOON                                            ,6,2128
7321,POLICE OFFICER                     ,M,B ,30 - 39,38,3RD DIVISION                                           ,2ND PLATOON                                            ,6,2129
7324,POLICE RECRUIT                     ,M,W ,21 - 29,29,TRAINING                                               ,RECRUITS                                               ,0,2130
7323,POLICE OFFICER                     ,M,W ,40 - 49,42,VIOLENT CRIME UNIT                                     ,SQUAD 1                                                ,6,2131
7325,POLICE OFFICER                     ,M,W ,21 - 29,28,1ST DIVISION                                           ,1ST PLATOON                                            ,6,2132
7326,POLICE OFFICER                     ,F,W ,30 - 39,32,2ND DIVISION                                           ,1ST PLATOON                                            ,6,2133
7327,POLICE RECRUIT                     ,M,W ,30 - 39,30,TRAINING                                               ,RECRUITS                                               ,0,2134
7328,POLICE OFFICER                     ,M,A ,30 - 39,36,2ND DIVISION                                           ,1ST PLATOON                                            ,6,2135
7329,POLICE OFFICER                     ,M,B ,30 - 39,33,2ND DIVISION                                           ,1ST PLATOON                                            ,6,2136
7330,POLICE SERGEANT                    ,M,B ,40 - 49,48,4TH DIVISION                                           ,2ND PLATOON                                            ,6,2137
7331,POLICE OFFICER                     ,M,W ,30 - 39,32,3RD DIVISION                                           ,1ST PLATOON                                            ,6,2138
7332,POLICE OFFICER                     ,M,A ,30 - 39,33,3RD DIVISION                                           ,2ND PLATOON                                            ,6,2139
7333,POLICE OFFICER                     ,M,B ,30 - 39,35,TRAINING                                               ,FIREARMS TRAINING UNIT                                 ,6,2140
7334,POLICE OFFICER                     ,M,W ,30 - 39,33,4TH DIVISION                                           ,DETECTIVES                                             ,6,2141
7335,POLICE RECRUIT                     ,F,W ,40 - 49,40,TRAINING                                               ,RECRUITS                                               ,0,2142
5045,POLICE OFFICER                     ,M,W ,30 - 39,35,4TH DIVISION                                           ,1ST PLATOON                                            ,0,2143
7421,POLICE RECRUIT                     ,M,W ,30 - 39,34,TRAINING                                               ,RECRUITS                                               ,0,2144
7345,POLICE OFFICER                     ,F,W ,30 - 39,31,RIVER PATROL                                           ,STAFF                                                  ,6,2145
5189,POLICE OFFICER                     ,M,W ,30 - 39,30,6TH DIVISION                                           ,DETECTIVES                                             ,0,2146
5120,POLICE OFFICER                     ,F,W ,30 - 39,30,4TH DIVISION                                           ,DETECTIVES                                             ,0,2147
7435,POLICE OFFICER                     ,M,W ,21 - 29,28,4TH DIVISION                                           ,1ST PLATOON                                            ,5,2148
5190,POLICE OFFICER                     ,M,B ,21 - 29,27,2ND DIVISION                                           ,1ST PLATOON                                            ,0,2149
5192,POLICE RECRUIT                     ,M,W ,21 - 29,25,TRAINING                                               ,RECRUITS                                               ,0,2150
5194,POLICE OFFICER                     ,M,W ,40 - 49,43,CHIEF`S STAFF                                          ,STAFF                                                  ,0,2151
5195,POLICE OFFICER                     ,M,W ,30 - 39,38,5TH DIVISION                                           ,2ND PLATOON                                            ,0,2152
5196,POLICE OFFICER                     ,M,W ,21 - 29,27,4TH DIVISION                                           ,2ND PLATOON                                            ,0,2153
5197,POLICE OFFICER                     ,M,W ,21 - 29,28,5TH DIVISION                                           ,2ND PLATOON                                            ,0,2154
5198,POLICE OFFICER                     ,M,W ,21 - 29,25,7TH DIVISION                                           ,2ND PLATOON                                            ,0,2155
5199,POLICE OFFICER                     ,M,W ,21 - 29,26,1ST DIVISION                                           ,DETECTIVES                                             ,0,2156
5200,POLICE RECRUIT                     ,M,W ,21 - 29,26,TRAINING                                               ,RECRUITS                                               ,0,2157
5201,POLICE OFFICER                     ,M,B ,30 - 39,34,RECORDS MANAGEMENT                                     ,LMPD SERVICE CENTER                                    ,0,2158
5202,POLICE OFFICER                     ,M,W ,21 - 29,26,2ND DIVISION                                           ,2ND PLATOON                                            ,0,2159
5203,POLICE OFFICER                     ,F,W ,21 - 29,26,CANINE UNIT                                            ,3RD PLATOON                                            ,0,2160
5205,POLICE OFFICER                     ,M,B ,21 - 29,27,4TH DIVISION                                           ,1ST PLATOON                                            ,0,2161
5206,POLICE RECRUIT                     ,M,A ,21 - 29,27,TRAINING                                               ,RECRUITS                                               ,0,2162
5207,POLICE OFFICER                     ,M,W ,21 - 29,27,6TH DIVISION                                           ,2ND PLATOON                                            ,0,2163
5208,POLICE OFFICER                     ,M,W ,21 - 29,26,2ND DIVISION                                           ,1ST PLATOON                                            ,0,2164
5209,POLICE OFFICER                     ,F,W ,30 - 39,30,3RD DIVISION                                           ,2ND PLATOON                                            ,0,2165
5210,POLICE RECRUIT                     ,M,B ,30 - 39,35,TRAINING                                               ,RECRUITS                                               ,0,2166
5211,POLICE OFFICER                     ,M,W ,21 - 29,27,3RD DIVISION                                           ,2ND PLATOON                                            ,0,2167
5212,POLICE OFFICER                     ,M,W ,30 - 39,33,3RD DIVISION                                           ,2ND PLATOON                                            ,0,2168
5213,POLICE OFFICER                     ,F,B ,21 - 29,27,1ST DIVISION                                           ,BIKE PLATOON                                           ,0,2169
5214,POLICE OFFICER                     ,F,W ,21 - 29,29,7TH DIVISION                                           ,2ND PLATOON                                            ,0,2170
5215,POLICE RECRUIT                     ,M,W ,50 - 59,51,TRAINING                                               ,RECRUITS                                               ,0,2171
5216,POLICE OFFICER                     ,M,W ,21 - 29,27,2ND DIVISION                                           ,2ND PLATOON                                            ,0,2172
5218,POLICE OFFICER                     ,M,B ,21 - 29,29,8TH DIVISION                                           ,2ND PLATOON                                            ,0,2173
5219,POLICE RECRUIT                     ,M,W ,40 - 49,41,TRAINING                                               ,RECRUITS                                               ,0,2174
5177,POLICE RECRUIT                     ,M,W ,21 - 29,28,,,0,2175
5180,POLICE OFFICER                     ,M,B ,30 - 39,33,4TH DIVISION                                           ,1ST PLATOON                                            ,0,2176
7639,POLICE RECRUIT                     ,M,W ,50 - 59,57,,,0,2177
919,POLICE RECRUIT                     ,M,W ,40 - 49,44,TRAINING                                               ,RECRUITS                                               ,0,2178
5174,POLICE OFFICER                     ,M,W ,30 - 39,30,6TH DIVISION                                           ,2ND PLATOON                                            ,0,2179
5191,POLICE OFFICER                     ,M,W ,21 - 29,27,6TH DIVISION                                           ,1ST PLATOON                                            ,0,2180
5217,POLICE OFFICER                     ,M,W ,21 - 29,27,4TH DIVISION                                           ,2ND PLATOON                                            ,0,2181
5220,POLICE OFFICER                     ,M,B ,21 - 29,26,3RD DIVISION                                           ,2ND PLATOON                                            ,0,2182
5221,POLICE OFFICER                     ,M,W ,30 - 39,31,4TH DIVISION                                           ,1ST PLATOON                                            ,0,2183
5224,POLICE OFFICER                     ,F,W ,30 - 39,30,3RD DIVISION                                           ,2ND PLATOON                                            ,0,2184
5225,POLICE RECRUIT                     ,M,H ,30 - 39,36,TRAINING                                               ,RECRUITS                                               ,0,2185
5228,POLICE OFFICER                     ,M,W ,30 - 39,33,8TH DIVISION                                           ,2ND PLATOON                                            ,0,2186
5229,POLICE OFFICER                     ,M,W ,30 - 39,36,2ND DIVISION                                           ,1ST PLATOON                                            ,0,2187
5230,POLICE OFFICER                     ,M,W ,21 - 29,28,4TH DIVISION                                           ,1ST PLATOON                                            ,0,2188
5233,POLICE OFFICER                     ,M,W ,30 - 39,38,6TH DIVISION                                           ,1ST PLATOON                                            ,0,2189
5236,POLICE OFFICER                     ,M,W ,21 - 29,28,4TH DIVISION                                           ,2ND PLATOON                                            ,0,2190
5237,POLICE OFFICER                     ,M,W ,21 - 29,27,4TH DIVISION                                           ,STAFF                                                  ,0,2191
7346,POLICE OFFICER                     ,M,B ,40 - 49,46,ADMINISTRATIVE SERVICES DIVISION                       ,RECRUITING AND SELECTION                               ,6,2192
7347,POLICE OFFICER                     ,F,B ,30 - 39,30,1ST DIVISION                                           ,1ST PLATOON                                            ,6,2193
5046,POLICE OFFICER                     ,M,W ,21 - 29,29,2ND DIVISION                                           ,1ST PLATOON                                            ,0,2194
7420,POLICE OFFICER                     ,M,W ,40 - 49,43,2ND DIVISION                                           ,DETECTIVES                                             ,5,2195
7348,POLICE OFFICER                     ,M,W ,30 - 39,31,7TH DIVISION                                           ,1ST PLATOON                                            ,6,2196
7344,POLICE OFFICER                     ,M,B ,40 - 49,40,4TH DIVISION                                           ,2ND PLATOON                                            ,6,2197
7349,POLICE OFFICER                     ,M,W ,21 - 29,29,2ND DIVISION                                           ,2ND PLATOON                                            ,6,2198
7350,POLICE OFFICER                     ,M,B ,21 - 29,28,ADMINISTRATIVE SERVICES DIVISION                       ,STAFF                                                  ,6,2199
7351,POLICE OFFICER                     ,M,B ,30 - 39,33,4TH DIVISION                                           ,2ND PLATOON                                            ,6,2200
7352,POLICE OFFICER                     ,M,W ,30 - 39,33,4TH DIVISION                                           ,2ND PLATOON                                            ,6,2201
7353,POLICE RECRUIT                     ,M,W ,30 - 39,39,CIS HOMICIDE                                           ,SEX CRIMES                                             ,0,2202
7354,POLICE OFFICER                     ,M,W ,30 - 39,32,7TH DIVISION                                           ,1ST PLATOON                                            ,6,2203
7355,POLICE OFFICER                     ,F,W ,30 - 39,31,8TH DIVISION                                           ,1ST PLATOON                                            ,6,2204
7356,POLICE OFFICER                     ,F,W ,21 - 29,28,CIS HOMICIDE                                           ,SQUAD 3                                                ,6,2205
7357,POLICE OFFICER                     ,M,W ,30 - 39,36,2ND DIVISION                                           ,STAFF                                                  ,6,2206
7358,POLICE OFFICER                     ,M,W ,21 - 29,28,8TH DIVISION                                           ,1ST PLATOON                                            ,6,2207
7359,POLICE OFFICER                     ,M,B ,30 - 39,39,8TH DIVISION                                           ,1ST PLATOON                                            ,6,2208
7361,POLICE OFFICER                     ,M,W ,40 - 49,41,1ST DIVISION                                           ,DETECTIVES                                             ,6,2209
7360,POLICE OFFICER                     ,M,W ,30 - 39,35,4TH DIVISION                                           ,1ST PLATOON                                            ,6,2210
7362,POLICE OFFICER                     ,M,W ,30 - 39,30,3RD DIVISION                                           ,1ST PLATOON                                            ,6,2211
7363,POLICE OFFICER                     ,M,W ,30 - 39,31,2ND DIVISION                                           ,1ST PLATOON                                            ,6,2212
7365,POLICE OFFICER                     ,F,W ,30 - 39,32,CIS SPECIAL VICTIMS                                    ,DOMESTIC VIOLENCE UNIT                                 ,6,2213
7366,POLICE OFFICER                     ,M,W ,30 - 39,35,6TH DIVISION                                           ,1ST PLATOON                                            ,6,2214
7368,POLICE RECRUIT                     ,M,W ,30 - 39,33,CIS HOMICIDE                                           ,SEX CRIMES                                             ,0,2215
7369,POLICE OFFICER                     ,M,W ,21 - 29,29,8TH DIVISION                                           ,2ND PLATOON                                            ,6,2216
7370,POLICE OFFICER                     ,M,H ,30 - 39,36,8TH DIVISION                                           ,2ND PLATOON                                            ,6,2217
7439,POLICE OFFICER                     ,M,W ,21 - 29,27,2ND DIVISION                                           ,DETECTIVES                                             ,5,2218
5135,POLICE OFFICER                     ,M,B ,30 - 39,36,1ST DIVISION                                           ,2ND PLATOON                                            ,0,2219
7371,POLICE OFFICER                     ,M,W ,30 - 39,30,CIS SPECIAL VICTIMS                                    ,SEX CRIMES                                             ,6,2220
7372,POLICE OFFICER                     ,M,W ,30 - 39,32,7TH DIVISION                                           ,2ND PLATOON                                            ,6,2221
7373,POLICE OFFICER                     ,M,W ,30 - 39,30,CIS HOMICIDE                                           ,SQUAD 3                                                ,6,2222
7374,POLICE OFFICER                     ,F,W ,30 - 39,32,2ND DIVISION                                           ,1ST PLATOON                                            ,6,2223
7376,POLICE OFFICER                     ,F,B ,30 - 39,33,4TH DIVISION                                           ,2ND PLATOON                                            ,6,2224
7378,POLICE RECRUIT                     ,M,W ,21 - 29,29,CIS HOMICIDE                                           ,SEX CRIMES                                             ,0,2225
7379,POLICE OFFICER                     ,M,W ,30 - 39,31,7TH DIVISION                                           ,2ND PLATOON                                            ,6,2226
7380,POLICE OFFICER                     ,M,W ,30 - 39,30,4TH DIVISION                                           ,1ST PLATOON                                            ,6,2227
7381,POLICE OFFICER                     ,M,W ,30 - 39,33,2ND DIVISION                                           ,1ST PLATOON                                            ,6,2228
7382,POLICE RECRUIT                     ,M,W ,30 - 39,37,CIS HOMICIDE                                           ,SEX CRIMES                                             ,0,2229
7383,POLICE OFFICER                     ,M,W ,30 - 39,32,6TH DIVISION                                           ,1ST PLATOON                                            ,6,2230
8281,POLICE RECRUIT                     ,M,H ,30 - 39,32,TRAINING                                               ,RECRUITS                                               ,0,2231
7302,POLICE RECRUIT                     ,M,W ,21 - 29,29,,,0,2232
7377,POLICE OFFICER                     ,M,W ,30 - 39,35,HOMELAND SECURITY UNIT                                 ,STAFF                                                  ,0,2233
7384,POLICE OFFICER                     ,M,B ,30 - 39,37,2ND DIVISION                                           ,2ND PLATOON                                            ,0,2234
7385,POLICE OFFICER                     ,M,W ,30 - 39,36,3RD DIVISION                                           ,1ST PLATOON                                            ,0,2235
5047,POLICE OFFICER                     ,M,W ,21 - 29,27,VIOLENT CRIME UNIT                                     ,SQUAD 2                                                ,0,2236
7440,POLICE OFFICER                     ,M,W ,21 - 29,28,8TH DIVISION                                           ,2ND PLATOON                                            ,5,2237
5138,POLICE OFFICER                     ,M,W ,30 - 39,32,7TH DIVISION                                           ,DETECTIVES                                             ,0,2238
7443,POLICE RECRUIT                     ,M,B ,30 - 39,30,TRAINING                                               ,RECRUITS                                               ,0,2239
7416,POLICE OFFICER                     ,M,W ,30 - 39,32,VIOLENT CRIME UNIT                                     ,SQUAD 2                                                ,5,2240
5048,POLICE OFFICER                     ,M,W ,30 - 39,34,3RD DIVISION                                           ,2ND PLATOON                                            ,0,2241
5139,POLICE OFFICER                     ,M,W ,21 - 29,29,4TH DIVISION                                           ,1ST PLATOON                                            ,0,2242
7444,POLICE OFFICER                     ,M,W ,21 - 29,29,3RD DIVISION                                           ,2ND PLATOON                                            ,5,2243
7445,POLICE OFFICER                     ,M,B ,21 - 29,28,2ND DIVISION                                           ,DETECTIVES                                             ,5,2244
7446,POLICE OFFICER                     ,M,W ,21 - 29,29,2ND DIVISION                                           ,1ST PLATOON                                            ,5,2245
7447,POLICE RECRUIT                     ,M,W ,30 - 39,31,TRAINING                                               ,RECRUITS                                               ,0,2246
7449,POLICE OFFICER                     ,M,W ,30 - 39,31,7TH DIVISION                                           ,2ND PLATOON                                            ,5,2247
7450,POLICE OFFICER                     ,F,W ,30 - 39,32,4TH DIVISION                                           ,1ST PLATOON                                            ,5,2248
7452,POLICE OFFICER                     ,F,W ,21 - 29,29,8TH DIVISION                                           ,1ST PLATOON                                            ,5,2249
7453,POLICE OFFICER                     ,M,H ,30 - 39,31,4TH DIVISION                                           ,1ST PLATOON                                            ,5,2250
7454,POLICE OFFICER                     ,F,B ,21 - 29,29,1ST DIVISION                                           ,1ST PLATOON                                            ,5,2251
7456,POLICE RECRUIT                     ,M,W ,30 - 39,33,TRAINING                                               ,RECRUITS                                               ,0,2252
7458,POLICE OFFICER                     ,M,B ,30 - 39,31,2ND DIVISION                                           ,1ST PLATOON                                            ,5,2253
7426,POLICE OFFICER                     ,M,W ,30 - 39,36,4TH DIVISION                                           ,2ND PLATOON                                            ,5,2254
7433,POLICE OFFICER                     ,M,W ,21 - 29,29,6TH DIVISION                                           ,2ND PLATOON                                            ,5,2255
7438,POLICE RECRUIT                     ,M,W ,21 - 29,28,TRAINING                                               ,RECRUITS                                               ,0,2256
7427,POLICE OFFICER                     ,M,W ,30 - 39,39,3RD DIVISION                                           ,1ST PLATOON                                            ,5,2257
7429,POLICE OFFICER                     ,M,W ,30 - 39,31,MAJOR CRIME DIVISION                                   ,FUGITIVE APPREHENSION SQUAD                            ,5,2258
7441,POLICE OFFICER                     ,M,H ,21 - 29,29,7TH DIVISION                                           ,1ST PLATOON                                            ,0,2259
7461,POLICE OFFICER                     ,M,W ,30 - 39,39,2ND DIVISION                                           ,2ND PLATOON                                            ,0,2260
7462,POLICE OFFICER                     ,F,W ,30 - 39,33,4TH DIVISION                                           ,1ST PLATOON                                            ,0,2261
7463,POLICE OFFICER                     ,M,W ,30 - 39,33,1ST DIVISION                                           ,1ST PLATOON                                            ,0,2262
7464,POLICE OFFICER                     ,M,W ,30 - 39,30,1ST DIVISION                                           ,2ND PLATOON                                            ,0,2263
7465,POLICE OFFICER                     ,M,W ,30 - 39,35,7TH DIVISION                                           ,1ST PLATOON                                            ,0,2264
7466,POLICE OFFICER                     ,M,B ,30 - 39,32,2ND DIVISION                                           ,2ND PLATOON                                            ,0,2265
7467,POLICE OFFICER                     ,M,U ,30 - 39,35,2ND DIVISION                                           ,1ST PLATOON                                            ,0,2266
7468,POLICE OFFICER                     ,M,W ,30 - 39,35,4TH DIVISION                                           ,1ST PLATOON                                            ,0,2267
7469,POLICE OFFICER                     ,F,B ,30 - 39,33,2ND DIVISION                                           ,DETECTIVES                                             ,0,2268
7470,POLICE OFFICER                     ,M,B ,21 - 29,29,4TH DIVISION                                           ,2ND PLATOON                                            ,0,2269
7472,POLICE OFFICER                     ,M,W ,21 - 29,28,4TH DIVISION                                           ,DETECTIVES                                             ,0,2270
7473,POLICE OFFICER                     ,M,W ,21 - 29,28,6TH DIVISION                                           ,1ST PLATOON                                            ,0,2271
7474,POLICE OFFICER                     ,M,W ,30 - 39,30,7TH DIVISION                                           ,1ST PLATOON                                            ,0,2272
7475,POLICE OFFICER                     ,M,W ,30 - 39,30,8TH DIVISION                                           ,2ND PLATOON                                            ,0,2273
7476,POLICE OFFICER                     ,F,W ,21 - 29,29,CIS HOMICIDE                                           ,SQUAD 3                                                ,0,2274
7477,POLICE RECRUIT                     ,F,A ,21 - 29,29,TRAINING                                               ,RECRUITS                                               ,0,2275
7478,POLICE RECRUIT                     ,M,B ,30 - 39,30,TRAINING                                               ,RECRUITS                                               ,0,2276
7479,POLICE OFFICER                     ,M,W ,30 - 39,36,CANINE UNIT                                            ,2ND PLATOON                                            ,0,2277
7480,POLICE OFFICER                     ,M,W ,21 - 29,28,6TH DIVISION                                           ,2ND PLATOON                                            ,0,2278
7481,POLICE OFFICER                     ,M,B ,30 - 39,30,2ND DIVISION                                           ,2ND PLATOON                                            ,0,2279
7482,POLICE OFFICER                     ,M,W ,30 - 39,33,6TH DIVISION                                           ,1ST PLATOON                                            ,0,2280
7483,POLICE OFFICER                     ,M,W ,40 - 49,47,TRAFFIC                                                ,3RD PLATOON                                            ,0,2281
7484,POLICE OFFICER                     ,M,W ,30 - 39,34,7TH DIVISION                                           ,DETECTIVES                                             ,0,2282
7401,POLICE OFFICER                     ,M,W ,30 - 39,30,4TH DIVISION                                           ,2ND PLATOON                                            ,5,2283
5140,POLICE OFFICER                     ,F,W ,21 - 29,29,2ND DIVISION                                           ,2ND PLATOON                                            ,0,2284
5049,POLICE RECRUIT                     ,M,B ,40 - 49,44,TRAINING                                               ,RECRUITS                                               ,0,2285
5141,POLICE OFFICER                     ,M,W ,40 - 49,41,7TH DIVISION                                           ,2ND PLATOON                                            ,0,2286
7423,POLICE OFFICER                     ,M,W ,30 - 39,36,CIS HOMICIDE                                           ,SQUAD 4                                                ,5,2287
5142,POLICE OFFICER                     ,M,W ,50 - 59,52,3RD DIVISION                                           ,2ND PLATOON                                            ,0,2288
5050,POLICE OFFICER                     ,M,H ,21 - 29,27,4TH DIVISION                                           ,2ND PLATOON                                            ,0,2289
7404,POLICE OFFICER                     ,F,W ,30 - 39,31,5TH DIVISION                                           ,2ND PLATOON                                            ,5,2290
5052,POLICE OFFICER                     ,F,W ,30 - 39,31,CIS SPECIAL VICTIMS                                    ,SEX CRIMES                                             ,0,2291
5144,POLICE OFFICER                     ,F,B ,21 - 29,27,VIOLENT CRIME UNIT                                     ,SQUAD 1                                                ,0,2292
7405,POLICE OFFICER                     ,M,W ,30 - 39,32,3RD DIVISION                                           ,2ND PLATOON                                            ,5,2293
5053,POLICE OFFICER                     ,M,W ,30 - 39,30,6TH DIVISION                                           ,1ST PLATOON                                            ,0,2294
5145,POLICE RECRUIT                     ,M,W ,30 - 39,31,TRAINING                                               ,RECRUITS                                               ,0,2295
7406,POLICE OFFICER                     ,F,W ,30 - 39,36,1ST DIVISION                                           ,RESOURCE OFFICERS                                      ,5,2296
5054,POLICE OFFICER                     ,M,W ,21 - 29,28,2ND DIVISION                                           ,2ND PLATOON                                            ,0,2297
5146,POLICE OFFICER                     ,M,W ,21 - 29,26,6TH DIVISION                                           ,1ST PLATOON                                            ,0,2298
7408,POLICE OFFICER                     ,M,W ,30 - 39,32,8TH DIVISION                                           ,2ND PLATOON                                            ,5,2299
5056,POLICE OFFICER                     ,M,W ,30 - 39,37,8TH DIVISION                                           ,2ND PLATOON                                            ,0,2300
5147,POLICE RECRUIT                     ,F,H ,21 - 29,27,TRAINING                                               ,RECRUITS                                               ,0,2301
7409,POLICE OFFICER                     ,M,W ,30 - 39,37,3RD DIVISION                                           ,2ND PLATOON                                            ,5,2302
5057,POLICE OFFICER                     ,M,W ,21 - 29,29,2ND DIVISION                                           ,1ST PLATOON                                            ,0,2303
5148,POLICE OFFICER                     ,M,W ,30 - 39,33,1ST DIVISION                                           ,DETECTIVES                                             ,0,2304
7410,POLICE OFFICER                     ,M,W ,21 - 29,28,2ND DIVISION                                           ,1ST PLATOON                                            ,5,2305
5059,POLICE OFFICER                     ,M,W ,21 - 29,27,3RD DIVISION                                           ,2ND PLATOON                                            ,0,2306
5149,POLICE OFFICER                     ,M,B ,21 - 29,26,RECORDS MANAGEMENT                                     ,LMPD SERVICE CENTER                                    ,0,2307
7398,POLICE OFFICER                     ,M,W ,30 - 39,31,4TH DIVISION                                           ,1ST PLATOON                                            ,5,2308
5100,POLICE OFFICER                     ,M,W ,21 - 29,28,3RD DIVISION                                           ,1ST PLATOON                                            ,0,2309
5101,POLICE OFFICER                     ,M,W ,21 - 29,27,7TH DIVISION                                           ,1ST PLATOON                                            ,0,2310
5102,POLICE OFFICER                     ,M,W ,30 - 39,35,8TH DIVISION                                           ,1ST PLATOON                                            ,0,2311
5104,POLICE OFFICER                     ,M,B ,30 - 39,39,5TH DIVISION                                           ,2ND PLATOON                                            ,0,2312
5105,POLICE OFFICER                     ,M,W ,30 - 39,30,1ST DIVISION                                           ,DETECTIVES                                             ,0,2313
5106,POLICE OFFICER                     ,F,B ,30 - 39,32,6TH DIVISION                                           ,1ST PLATOON                                            ,0,2314
5107,POLICE OFFICER                     ,M,W ,21 - 29,27,7TH DIVISION                                           ,1ST PLATOON                                            ,0,2315
5108,POLICE OFFICER                     ,M,W ,30 - 39,38,1ST DIVISION                                           ,DETECTIVES                                             ,0,2316
5109,POLICE OFFICER                     ,M,W ,21 - 29,28,8TH DIVISION                                           ,1ST PLATOON                                            ,0,2317
5110,POLICE OFFICER                     ,M,B ,21 - 29,29,3RD DIVISION                                           ,1ST PLATOON                                            ,0,2318
5112,POLICE OFFICER                     ,M,W ,40 - 49,40,5TH DIVISION                                           ,DETECTIVES                                             ,0,2319
5113,POLICE OFFICER                     ,M,B ,21 - 29,29,8TH DIVISION                                           ,1ST PLATOON                                            ,0,2320
5114,POLICE OFFICER                     ,M,W ,30 - 39,34,VEHICLE IMPOUNDMENT                                    ,STAFF                                                  ,0,2321
5115,POLICE OFFICER                     ,M,W ,21 - 29,28,7TH DIVISION                                           ,1ST PLATOON                                            ,0,2322
5116,POLICE OFFICER                     ,M,W ,30 - 39,30,5TH DIVISION                                           ,2ND PLATOON                                            ,0,2323
5117,POLICE OFFICER                     ,M,W ,21 - 29,26,5TH DIVISION                                           ,DETECTIVES                                             ,0,2324
5118,POLICE OFFICER                     ,M,W ,40 - 49,40,CIS HOMICIDE                                           ,SQUAD 1                                                ,0,2325
5119,POLICE OFFICER                     ,M,B ,40 - 49,45,6TH DIVISION                                           ,1ST PLATOON                                            ,0,2326
5121,POLICE OFFICER                     ,M,W ,30 - 39,32,3RD DIVISION                                           ,2ND PLATOON                                            ,0,2327
5122,POLICE OFFICER                     ,M,W ,21 - 29,28,1ST DIVISION                                           ,BIKE PLATOON                                           ,0,2328
5123,POLICE OFFICER                     ,M,W ,30 - 39,34,4TH DIVISION                                           ,1ST PLATOON                                            ,0,2329
5124,POLICE OFFICER                     ,M,W ,40 - 49,49,1ST DIVISION                                           ,DETECTIVES                                             ,0,2330
5125,POLICE RECRUIT                     ,M,B ,40 - 49,45,TRAINING                                               ,RECRUITS                                               ,0,2331
5126,POLICE RECRUIT                     ,M,B ,30 - 39,31,TRAINING                                               ,RECRUITS                                               ,0,2332
5127,POLICE OFFICER                     ,M,W ,30 - 39,35,4TH DIVISION                                           ,DETECTIVES                                             ,0,2333
5128,POLICE OFFICER                     ,M,W ,21 - 29,28,8TH DIVISION                                           ,2ND PLATOON                                            ,0,2334
5129,POLICE OFFICER                     ,F,W ,30 - 39,31,2ND DIVISION                                           ,1ST PLATOON                                            ,0,2335
5130,POLICE OFFICER                     ,M,W ,30 - 39,35,6TH DIVISION                                           ,1ST PLATOON                                            ,0,2336
5131,POLICE OFFICER                     ,M,W ,30 - 39,34,4TH DIVISION                                           ,1ST PLATOON                                            ,0,2337
5150,POLICE OFFICER                     ,M,W ,21 - 29,26,2ND DIVISION                                           ,1ST PLATOON                                            ,0,2338
7422,POLICE OFFICER                     ,M,B ,21 - 29,28,VIOLENT CRIME UNIT                                     ,SQUAD 2                                                ,5,2339
5151,POLICE OFFICER                     ,M,W ,30 - 39,34,VIOLENT CRIME UNIT                                     ,SQUAD 2                                                ,0,2340
5164,POLICE OFFICER                     ,M,W ,21 - 29,26,2ND DIVISION                                           ,1ST PLATOON                                            ,0,2341
7393,POLICE OFFICER                     ,M,B ,30 - 39,30,CIS HOMICIDE                                           ,SQUAD 2                                                ,5,2342
5152,POLICE OFFICER                     ,M,W ,30 - 39,32,CIS HOMICIDE                                           ,SQUAD 4                                                ,0,2343
7419,POLICE OFFICER                     ,M,A ,21 - 29,28,6TH DIVISION                                           ,2ND PLATOON                                            ,5,2344
5153,POLICE OFFICER                     ,M,B ,30 - 39,36,6TH DIVISION                                           ,2ND PLATOON                                            ,0,2345
7417,POLICE OFFICER                     ,M,W ,21 - 29,28,1ST DIVISION                                           ,2ND PLATOON                                            ,5,2346
5154,POLICE OFFICER                     ,M,W ,21 - 29,27,1ST DIVISION                                           ,2ND PLATOON                                            ,0,2347
7399,POLICE RECRUIT                     ,M,W ,21 - 29,29,TRAINING                                               ,RECRUITS                                               ,0,2348
5155,POLICE OFFICER                     ,M,W ,40 - 49,42,8TH DIVISION                                           ,2ND PLATOON                                            ,0,2349
7396,POLICE OFFICER                     ,M,W ,21 - 29,27,5TH DIVISION                                           ,2ND PLATOON                                            ,5,2350
5156,POLICE OFFICER                     ,F,W ,21 - 29,28,CHIEF`S STAFF                                          ,STAFF                                                  ,0,2351
7400,POLICE OFFICER                     ,M,B ,40 - 49,41,6TH DIVISION                                           ,1ST PLATOON                                            ,5,2352
5157,POLICE OFFICER                     ,M,W ,21 - 29,28,4TH DIVISION                                           ,1ST PLATOON                                            ,0,2353
7403,POLICE OFFICER                     ,M,W ,21 - 29,28,5TH DIVISION                                           ,1ST PLATOON                                            ,5,2354
7415,POLICE OFFICER                     ,M,W ,30 - 39,31,7TH DIVISION                                           ,2ND PLATOON                                            ,5,2355
7391,POLICE OFFICER                     ,M,W ,30 - 39,36,4TH DIVISION                                           ,DETECTIVES                                             ,5,2356
7407,POLICE OFFICER                     ,M,W ,30 - 39,34,4TH DIVISION                                           ,1ST PLATOON                                            ,5,2357
7414,POLICE OFFICER                     ,M,W ,21 - 29,28,7TH DIVISION                                           ,2ND PLATOON                                            ,5,2358
